,User,Text,Date,Favorites,Retweets,Mentions,Hashtags
98,cacachen_69,#selfietime selfie tipis tipis do not let behavior of others destory your inner peace!!!!!! #lockdown #lockdown2020 #covi̇d_19 #covid2020 #tattoogirls #stayhome #stayathome #staysafe #stayhealthy… https://www.instagram.com/p/CAMjdg2j5ME/?igshid=2t82r8bzjpoz,2020-05-15 05:06:16+00:00,0,0,,#selfietime #lockdown #lockdown2020 #covi #covid2020 #tattoogirls #stayhome #stayhome #stayathome #stayathome #staysafe #stayhealthy
99,ayo_rek,"Berbisnis dengan #Covid_19 #aksikemanusiaan #keperduliansosial #SocialDistancing Itu bahagia bila tepat sasaran Dengan anggaran Rp.300.000,- sdh bisa berbagi Buka&amp;Sahur utk 20 kelg. = 40 org/prs Buka&amp;Sahur = 80… https://www.instagram.com/p/CAK9V7ygOUf/?igshid=547zp26dq3b4",2020-05-14 14:13:57+00:00,0,0,,#Covid_19 #aksikemanusiaan #keperduliansosial #SocialDistancing
42,NurdinElbantany,Sebelum #covid19 --- Dan Bandung Bagiku bukan cuma Urusan wilayah Belaka Lebih jauh dari itu Melibatkan perasaan Yang bersamaku Ketika sunyi ___ #thepanasdalam @Farm House Susu Lembang Bandung https://www.instagram.com/p/CAwH33Xlms-/?igshid=2m47k99cmzae,2020-05-29 00:38:21+00:00,0,0,,#covid19 #thepanasdalam
43,OniDewono,Another shift on this week #COVID19 #WorkAtOffice #OnDuty #PublicService – at Kementerian Lingkungan Hidup dan Kehutanan,2020-05-29 00:26:33+00:00,0,0,,#COVID19 #WorkAtOffice #OnDuty #PublicService
44,vickymheey,Gegara congorna gue ampe takut kepala gue digelepak #tiktokNetTv #tiktokindonesia #COVID19 @Dimana Dimana Dimana https://www.instagram.com/p/CAvmKlonKNm/?igshid=1g04vk1hfk62m,2020-05-28 19:43:25+00:00,0,0,,#tiktokNetTv #tiktokindonesia #COVID19
45,Sayurindo_Com,Jaga kesehatan #dirumahaja #pondokkelapa #malakajaya #malakasari #durensawit #bintarajayapermai #COVID19 #NewNormal #dirumahsaja #DiRumahAjaYa,2020-05-28 19:32:16+00:00,0,0,,#dirumahaja #dirumahaja #pondokkelapa #malakajaya #malakasari #durensawit #bintarajayapermai #COVID19 #NewNormal #dirumahsaja #dirumahsaja #DiRumahAjaYa
46,denny_s_arifin,"At Kawasan Mega Kuningan, Jakarta, Indonesia #COVID19 #StayAtHome #enjoyjakarta #StayHome",2020-05-28 19:07:17+00:00,0,1,,#COVID19 #StayAtHome #StayAtHome #enjoyjakarta #StayHome #StayHome
49,totopr12,"Bersabar akan suatu keadaan, akan melatih kita agar kuat menghadapi tantangan selanjutnya. #indonesia #pandemic #COVID19",2020-05-28 15:40:35+00:00,1,1,,#indonesia #pandemic #COVID19
51,haerulanwar110,"Talk about Covid 19, Intensif care perspective • • • • • • • • • • #titiktemu #covid19 #fightcovid19 #icu #dokterhelmy #coachingclass #workshop @Athletes Village Kemayoran Asian Games 2018 https://www.instagram.com/p/CAu6DHKJPpN/?igshid=11libcdy0ctyg",2020-05-28 13:17:49+00:00,0,0,,#titiktemu #covid19 #fightcovid19 #icu #dokterhelmy #coachingclass #workshop
52,TheSamuelStreet,"The new-normal #tbt . . . . . . #men #casual #likes #likesforlikes #thenewnormal #covid19 #TheSamuelStreet #SamuelSimorangkir @Bellagio, Mega Kuningan, Jakarta https://www.instagram.com/p/CAu5xq4h-Yr/?igshid=65vsxj00b4r8",2020-05-28 13:15:28+00:00,0,0,,#tbt #men #casual #likes #likesforlikes #thenewnormal #covid19 #TheSamuelStreet #SamuelSimorangkir
53,n4ila,"Sooo kemarin2 di twitter berseliweran tulisan Rumah sakit dan Puskesmas butuh donasi #APD (Coverall, masker, n95, gloves) akhir2ini kok ga ada ya. Ini beneran udah tercukupi, atau disuruh tarik postingan ya? #Covid19 #COVID19INDONESIA",2020-05-28 13:09:55+00:00,0,1,,#APD #Covid19 #COVID19INDONESIA
54,haerulanwar110,"Talk about covid 19, intensif care perspektive. • • • • • • • • • #titiktemu #Covid19 #fightcovid19 #icu #dokterhelmy #coachingclass #workshop @Athletes Village Kemayoran Asian Games 2018 https://www.instagram.com/p/CAu5Emqp4i9/?igshid=jx6m3ecyu8l8",2020-05-28 13:09:17+00:00,0,0,,#titiktemu #Covid19 #fightcovid19 #icu #dokterhelmy #coachingclass #workshop
55,Amandafrederik,"Open SLOT #kamismalam ST, LT, &amp; FULL TIME. RATE &amp; RULES via Dm /✆ 08991233533 #availJakarta #AvailJaksel #BOjakarta #bojaksel #openbojakarta #openBOjaksel #bisyarJaksel #bisyarjakarta #TRUSTEDBISYAR #malamjumat #ICantBreathe #COVID19 #GeorgeFloyd – at ibis Budget Jakarta Cikini",2020-05-28 12:29:14+00:00,0,0,,#kamismalam #availJakarta #AvailJaksel #BOjakarta #bojaksel #openbojakarta #openBOjaksel #bisyarJaksel #bisyarjakarta #TRUSTEDBISYAR #malamjumat #ICantBreathe #COVID19 #GeorgeFloyd
56,azizahnur_17,"Pak @jokowi Pandemi #covid19 belum berakhir, tunda dulu masuk sekolah demi keselamatan anak-anak. #TundaMasukSekolah - Tandatangani Petisi! http://chng.it/SmVgzFcY lewat @ChangeOrg_ID",2020-05-28 11:53:22+00:00,0,0,@jokowi @ChangeOrg_ID,#covid19 #TundaMasukSekolah
57,YoshAditya,"Diskusi bersama @ustad_alhabsyi di Program GPTALK ""Bagaimana cara seorang muslim menyikapi permasalahan hidup seperti masa pandemi sekarang ini?"" ( Berhuznudzon Kepada Allah SWT) #COVID19 #IdulFitri #IdulFitri1441H",2020-05-28 11:24:48+00:00,0,2,@ustad_alhabsyi,#COVID19 #IdulFitri #IdulFitri1441H
59,tika_sudrajat,"Pak @jokowi Pandemi #covid19 belum berakhir, tunda dulu masuk sekolah demi keselamatan anak-anak. #TundaMasukSekolah - Tandatangani Petisi! http://chng.it/gtDBzHDH via @ChangeOrg_ID",2020-05-28 10:24:11+00:00,0,0,@jokowi @ChangeOrg_ID,#covid19 #TundaMasukSekolah
60,golkar_id,Negara telah menyediakan peluang bagi warga negera untuk meningkatkan keterampilan dan keahlian melalui Kartu Prakerja. #COVID19 #KartuPraKerja #NewNormalPulihkanEkonomi #GolkarNews #Golkarainfo #GolkarUpdate,2020-05-28 09:25:11+00:00,0,0,,#COVID19 #KartuPraKerja #NewNormalPulihkanEkonomi #GolkarNews #Golkarainfo #GolkarUpdate
62,Senzala_aga,crazy rich asian ngecat motornya di Agarage Indonesia. manteb gak tuh... #catmotor #COVID19 ,2020-05-28 08:01:43+00:00,0,0,,#catmotor #COVID19
63,Rizukivan_HD,Kangen ke bioskop anjj When this is over? #COVID19 #NewNormal #ICantBreathe,2020-05-28 07:58:55+00:00,0,0,,#COVID19 #NewNormal #ICantBreathe
64,Pretty88jo,"Mereka yg tadinya muja"" bapak skrg jd gak mau lagi pak.. miris lu pak #COVID19",2020-05-28 07:50:25+00:00,0,1,,#COVID19
65,janda_jumawa,"Geraan-geraan mencurigakan ditengah bangsa sibuk nanganin #COVID19 Didampingi Titiek, Tommy Soeharto Tiba di DPP PKS - http://Kompas.com https://nasional.kompas.com/read/2019/11/19/17100911/didampingi-titiek-tommy-soeharto-tiba-di-dpp-pks",2020-05-28 07:24:34+00:00,0,0,,#COVID19
66,adindaMsari,quarantine = bored • • • capture dinmotretofficial x itsnia25 #AdindaMeiliaSari #RachmaniaSeptianiPutri #Cousin #Family #Sunbathing #Bored #Covid19 #Stayhome #iPhoneXSmax #Photograph #iPhonesia #Deptheffect… https://www.instagram.com/p/CAuOlGaDiZg/?igshid=1cre6lcbj0jj8,2020-05-28 06:57:58+00:00,0,0,,#AdindaMeiliaSari #RachmaniaSeptianiPutri #Cousin #Family #Sunbathing #Bored #Covid19 #Stayhome #Stayhome #iPhoneXSmax #Photograph #iPhonesia #Deptheffect
67,KLiftindo,"#rentalforklift #jakarta masih melayani bongkar muat alkes ditengah #covi̇d19 #forkliftoperator tetap standby dan tetap on dlm #psbbjakarta @Jakarta, Indonesia https://www.instagram.com/p/CAt8OqGDzxH/?igshid=1gqvqlyy3u5ui",2020-05-28 04:17:37+00:00,0,0,,#rentalforklift #jakarta #covi #forkliftoperator #psbbjakarta
68,adjiphotography,"Cek peralatan tempur, udah hampir 3 bulan istirahat.. Panasin dulu ah.. Kamera OK, baterai OK, lensa OK, flashair OK... Order mana order.. #newnormal #covid19 #dirumahaja #stayathome @… https://www.instagram.com/p/CAtzZg2liFIEi5bSpu1M6EjhgyMo_1DskOQboU0/?igshid=132gf1xkwwi9d",2020-05-28 03:00:28+00:00,0,0,,#newnormal #covid19 #dirumahaja #dirumahaja #stayathome #stayathome
69,OniDewono,"Good morning, Jakarta #WorkAtOffice #COVID19 #StaySafe #OnDuty – at Kementerian Lingkungan Hidup dan Kehutanan",2020-05-28 01:26:13+00:00,0,1,,#WorkAtOffice #COVID19 #StaySafe #OnDuty
70,lutfimuhamad008,"Menuju #NewNormal New normal adalah skenario untuk mempercepat penanganan #COVID19 dalam aspek kesehatan dan sosial-ekonomi. Pemerintah Indonesia telah mengumumkan rencana untuk mengimplementasikan skenario new normal dgn mempertimbangkan studi epidemiologis &amp; kesiapan regional. https://twitter.com/KompasTV/status/1265625571641286658 – at Kawasan SCBD, JL Jend Sudirman Kav 52-53 Jakarta Selatan",2020-05-27 16:53:53+00:00,0,2,,#NewNormal #COVID19
71,mimin_dh,Say #Nonsense for #HerdImmunity #COVID19 https://www.thejakartapost.com/amp/life/2020/05/12/the-herd-immunity-route-to-fighting-coronavirus-is-unethical-and-potentially-dangerous.html?__twitter_impression=true,2020-05-27 14:39:25+00:00,1,0,,#Nonsense #HerdImmunity #COVID19
72,pridho42,Dear Bapak RI @jokowi Tolong dengarkan kami. Kami butuh beliau untuk mengatasi virus ini. Menkes yang sekarang terlalu banyak bacot nol solusi. Kami butuh ibu siti fadilah. *Please Jangan Ngutang Lagi. #COVID19 #icantbreathe,2020-05-27 13:48:07+00:00,0,0,@jokowi,#COVID19 #icantbreathe
74,ardesperdhana,flexible working will be a big win for humanity and will support new invention of relation between employer-employee globally. #covid19 #newnormal #flexibleworking #pandemic Coronavirus: Flexible working will be a new normal after virus,2020-05-27 12:29:06+00:00,0,0,,#covid19 #newnormal #flexibleworking #pandemic
75,ardesperdhana,"keyword: accelerated technology adoption #covid19 #newnormal #technology What will Covid-19 mean for how we work, educate and travel?",2020-05-27 12:05:04+00:00,0,0,,#covid19 #newnormal #technology
76,KcYebo,Thanks Wakasekjen ICMI #vasco_ruseimy reviewnya untuk kebabkeboom. #viralvideos #viral #kebabkeboom #kebabfrozen #kebabbabarafi #kulinertanjungduren #foodblogger #covıd19 #stayhealthy #kebabkeboomviral @Jakarta… https://www.instagram.com/p/CAsLu55liMw/?igshid=15s0unsgynh88,2020-05-27 11:55:59+00:00,0,0,,#vasco_ruseimy #viralvideos #viral #kebabkeboom #kebabfrozen #kebabbabarafi #kulinertanjungduren #foodblogger #cov #stayhealthy #kebabkeboomviral
77,CHPStar,Now #COVID19 &amp; #Cooperatives promote Real Strategic &amp; Policy Issues: 1. Macro Level Issues: Governments &amp; Scientists have to be more cooperative! (The Gap: New Knowledge &amp; Infrastructure) 2 Micro Level Issues: Consumers &amp; Producers have to cooperate!,2020-05-27 11:03:44+00:00,1,0,,#COVID19 #Cooperatives
78,golkar_id,"Alasan Pemerintah Terapkan New Normal untuk menekan korban dari COVID-19, juga untuk menekan korban dari pemutusan hubungan kerja (PHK) serta mencegah (resesi) dengan me-restart sosial ekonomi #COVID19 #NewNormalPulihkanEkonomi #NewNormal #StayAtHome #IndonesiaMaju #GolkarNews",2020-05-27 10:59:55+00:00,1,1,,#COVID19 #NewNormalPulihkanEkonomi #NewNormal #StayAtHome #StayAtHome #IndonesiaMaju #GolkarNews
79,CHPStar,#COVID19 ♡ #Cooperatives,2020-05-27 10:48:51+00:00,0,0,,#COVID19 #Cooperatives
80,gaaranugraha,You and Me Against Covid-19 #mari #lawan #covid19 @Lotte Cinema Indonesia https://www.instagram.com/p/CAsBFbThghU/?igshid=fdkdme6imtuf,2020-05-27 10:21:34+00:00,0,0,,#mari #lawan #covid19
82,vickymheey,Salam sehat #pahlawangardadepan #medisparamedis #COVID19 #tiktokNetTv #tiktokindonesia #tiktok @Hermina Hospital GROUP https://www.instagram.com/p/CAr7Japn1o2/?igshid=13yo6cp1xlrqd,2020-05-27 09:34:22+00:00,0,1,,#pahlawangardadepan #medisparamedis #COVID19 #tiktokNetTv #tiktokindonesia #tiktok
83,MonicLang,Kapan ya jumlah yang sembuh lebih banyak daripada yang positif #covid19,2020-05-27 09:19:29+00:00,0,0,,#covid19
84,strimingin,"#LDT Live in Love Sekolah akan dibuka, #covid19 masih mewabah. Demi cinta ke anak, aku harus bagaimana? Live via IG @deborahdewi dan juga serentak di twitter, Facebook dan YouTube @strimingin @PadepokanKarya https://www.instagram.com/p/CAr4I0OHyI7/?igshid=sym16l8mp0j9",2020-05-27 09:03:23+00:00,1,0,@deborahdewi @strimingin,#LDT #covid19
85,abdi_insan,Pasha & Fladica - Menagis Lagi pashaungu_vm #indomusikgram #indovocalgram#akustikvidgram #musicbookindo #musikindonesia #indocovermusik #indocover #indovidgrammusic #pashafladica #menagislagi #lagupandemi #covid19… https://www.instagram.com/p/CAr1FkcAify/?igshid=1c8i90or6t0u7,2020-05-27 08:37:49+00:00,0,1,,#indomusikgram #musicbookindo #musikindonesia #indocovermusik #indocover #indovidgrammusic #pashafladica #menagislagi #lagupandemi #covid19
86,adindaMsari,first time sunbathing with cousin covid 19 go away • • • model @adindaMsari capture dinmotretofficial #Dinmotretofficial #AdindaMeiliaSari #Sunbathing #Covid19 #Stayhome #iPhoneXSmax #Photograph #iPhonesia… https://www.instagram.com/p/CAr09hyjIY0/?igshid=wox22g31fzfr,2020-05-27 08:35:39+00:00,0,0,@adindaMsari,#Dinmotretofficial #AdindaMeiliaSari #Sunbathing #Covid19 #Stayhome #Stayhome #iPhoneXSmax #Photograph #iPhonesia
87,aw3126,SE Status Keadaan Darurat Bencana Non Alam #COVID19 - https://covid19.go.id/p/regulasi/surat-edaran-nomor-6-tahun-2020 – at Badan Nasional Penanggulangan Bencana (BNPB),2020-05-27 07:25:14+00:00,6,6,,#COVID19
88,m_silius,"Kita lawan covid19 #tetapsehat #covid19 @Jakarta, Indonesia https://www.instagram.com/p/CAroP3hButn/?igshid=1kv5j4cfg8mjm",2020-05-27 06:44:33+00:00,0,0,,#tetapsehat #covid19
89,jandimu,FEAR has two meanings: Forget Everything And Run or Face Everything And Rise The choice is yours #Covid19 #NewNormal #stayhomestaysafe #WeDoTheWork #InWiemWeTrust #6years #GrowTogether @Wiem Law Firm https://www.instagram.com/p/CArbAVhnGBQ/?igshid=17e3gmfv07v5h,2020-05-27 04:48:50+00:00,0,0,,#Covid19 #NewNormal #stayhomestaysafe #WeDoTheWork #InWiemWeTrust #6years #GrowTogether #GrowTogether
90,Tanti_Edwin,"Kekinian di era gabut gak ada kerjaan due to Covid-19 pandemic #oplaschallenge #faceapp #oplaschallenge2020 #faceappchallenge #stayhome #stayathome #staysafe #covid19 @Jakarta, Indonesia https://www.instagram.com/p/CArZ-jNj9J9/?igshid=f14ewft4p01s",2020-05-27 04:39:52+00:00,0,0,,#oplaschallenge #faceapp #oplaschallenge2020 #faceappchallenge #stayhome #stayhome #stayathome #stayathome #staysafe #covid19
93,iniapip,"The Pros & Cons of the new normal . . #newnormal2020 #indonesiaabnormal #covid19 #healthprotocol @Jakarta, Indonesia https://www.instagram.com/p/CArNv0qgInG/?igshid=1tom0v18wqkp0",2020-05-27 02:52:59+00:00,0,0,,#newnormal2020 #indonesiaabnormal #covid19 #healthprotocol
94,wildhanps,Lekas Sembuh Indonesiaku #covid19 #indonesia #wismaatletkemayoran #psbbjakarta #lockdown #marinirindonesia #tni @RS Darurat Kemayoran https://www.instagram.com/p/CArL2B-nW2mKR6SZDVyIMeEGAXqGnndIAfkwhU0/?igshid=khb6v2g65bjp,2020-05-27 02:36:21+00:00,0,0,,#covid19 #indonesia #wismaatletkemayoran #psbbjakarta #lockdown #marinirindonesia #tni
96,elisabethwindar,"It’s really make me sad, upset and mad. Gimana caranya yang jaga atau yang memutus penyebaran #covid19 ini cuma sebelah pihak aja??? Yang pihak lain seenaknya keluar, nongkrong tanpa masker, ngantri makanan tanpa jarak. Lucunya warga +62 #PSBBJakarta – at Pinggiran Danau Sunter",2020-05-26 13:00:35+00:00,0,1,,#covid19 #PSBBJakarta
98,Soklik_com,"• Sektor kesehatan beroperasi penuh dengan memperhatikan kapasitas sistem kesehatan. • Berkumpul maksimal 2 orang di dalam suatu ruangan, olahraga luar ruangan belum diperbolehkan. #soklik #covid19 #cegahcovid19 #lawancovid19 #indonesiapastibisa #indonesiabebascovid19 – at Harco Mangga Dua",2020-05-26 09:42:15+00:00,0,0,,#soklik #covid19 #cegahcovid19 #lawancovid19 #indonesiapastibisa #indonesiabebascovid19
99,Davidfebrianto,Waiting for 'the new normal' . . . . . #throwback #thenewnormal #covid19 #labuanbajo #ntt #komodo #port #discoverindonesia #exploreindonesia #travelphotography #photography #landscape #fujifilm #xt10… https://www.instagram.com/p/CApW0WSHCCf/?igshid=19gqvzg4zhnwk,2020-05-26 09:33:45+00:00,0,1,,#throwback #thenewnormal #covid19 #labuanbajo #ntt #komodo #port #discoverindonesia #exploreindonesia #travelphotography #photography #landscape #fujifilm #xt10
1,Roronoa_Kun,Tidak ada konsekuensi hukuman di 'new normal'. Berbeda dengan PSBB.,2020-05-30 23:03:45+00:00,0,0,,
2,Hikmawa74031940,Otak dipake kalau sering dikerumunan orang melanggar PSBB o'on,2020-05-30 23:00:47+00:00,0,0,,
3,Hikmawa74031940,"Udah lah ngunjungin warga , emangnya mau dikerumuni orang mulu ? PSBB on oon",2020-05-30 22:56:21+00:00,0,0,,
4,SaptoniAhmad,Ide ini emang ajib banget pasti sukses psbb ,2020-05-30 22:43:27+00:00,0,0,,
5,AchmadSobri9,"Pengamanan monitoring malam Gabungan SATPOLPP, TNI dan POLRI (,PSBB) Pembatasan Sosial Bersekala Besar dan Antisifasi gangguan Ketertiban Umum diwilayah,aman ,tentram, terkendali ",2020-05-30 22:28:49+00:00,0,0,,
7,saifuddeen89,"Susah kali ngomong hal yg benar kalau sdh menyangkut korp/institusi sendiri. Kayak Tito yg bilang ribuan mahasiswa IPDN makan2 itu gk melanggar PSBB. Suka-suka kau lah. Yg jelas tangan, kaki dan mulutmu itu nanti yg akan dituntut ibu dan anak yg jd korban di mahkamah Ilahi.",2020-05-30 21:28:32+00:00,8,105,,
8,untungando,Jadi inget ketemu bapak2 di lift kantor gua yg rame-rame masuk lift dan bilang kalo PSBB singkatan dari Peraturan Suka Berubah Berubah ,2020-05-30 20:12:49+00:00,0,0,,
9,untungando,Liat kata PSBB jadi inget kmrn di lift kantor gua ketemu bapak2 katanya PSBB adalah singakatan dari Peraturan Suka Berubah Berubah ,2020-05-30 20:11:03+00:00,0,0,,
10,donItmam,PSBB anjir,2020-05-30 19:30:34+00:00,0,0,,
12,devriyantama,"rame banget, engak pada psbb apa",2020-05-30 18:31:01+00:00,0,0,,
13,kangenbilang,"Aminn, makasihh iya semoga panjang umurku, sudah lelah di dunia fana ini, mau balik ke kayangan tp lg psbb ",2020-05-30 17:57:52+00:00,0,0,,
14,devriyantama,rame banget ini postingan padahal masih psbb,2020-05-30 17:21:53+00:00,0,1,,
15,Hel150190,"Suka heran sama yg ga mikirin orang lain. Coba pikirin orang orang yg kerja di bidang pariwisata, travel agent, dan banyak back end lainnya. Elu yg pada kluyuran pas psbb tuh ga punya otak!",2020-05-30 17:11:55+00:00,0,0,,
16,lisasarilisa,"Tapi seru om bisa main online bareng temen wkwkw ,gue Kaya gitu ke temen temen selama psbb ketemunya di hago yang bisa main rame rame , soalmya ada vocie notenya",2020-05-30 17:07:20+00:00,0,0,,
17,Hel150190,"Di bikin psbb tapi nakal, giliran banyak kena trus ngedumel. Gua 3 bulan dirumah kerja 1x24, ujung ujung nya kena PHK cuk! Jadi ga usah pada alemong alemong deh elu yg pada keluar pas psbb tuh lacnut! ",2020-05-30 17:05:39+00:00,0,0,,
18,nurtxx,Psbb woy,2020-05-30 16:45:51+00:00,0,0,,
19,Nengsi_Ipat,BIKINI BOTTOM PSBB GA ?,2020-05-30 16:24:36+00:00,0,0,,
20,jojoredpaula,"jadi udah berapa kali lu langgar aturan psbb dalam 2 minggu ini, jo?",2020-05-30 16:20:58+00:00,0,0,,
21,the_baders,Masing-masing udah mau saling samperin tapi lagi psbb ,2020-05-30 16:09:02+00:00,0,0,,
23,adypram,Persiapan kalau2 PSBB diperpanjang lagi ,2020-05-30 15:15:52+00:00,0,0,,
24,Jojo8890475283,Udah tahu mahal skrg ingin New normal lha yg skrg aja ngeluh mahal apalagi kl pasien semakin membludak. PSBB sj bnyk yg tdk disiplin apalagi New Normal. Kl ngak mampu serahkan pd yg mampu ngak perlu memaksakan diri drpd tambah ruwet,2020-05-30 14:54:09+00:00,0,0,,
26,lipatanpipi,Gue kira karna ada psbb kabutnya juga gada ,2020-05-30 14:26:52+00:00,0,0,,
27,DRajifah,Psbb? Lul,2020-05-30 14:24:11+00:00,0,0,,
28,milanesty,"Dear @BPJSTKinfo di bulan april kemarin hrsnya saya melapor JP berkala 3 bulan sekali, tetapi dgn adanya Psbb n social distance di JkT saya belum melapor dan jdinya saya tidak terima transferan di bulan May, bgmn solusinya krn setiap saya tlpn tdk ad ygangkat",2020-05-30 14:17:40+00:00,0,0,@BPJSTKinfo,
29,panasabila,"Asliii makanya temen temenku yang ounya sepdah pada manfaatin moment psbb ini ti , enak buat sepedahan",2020-05-30 14:14:58+00:00,0,0,,
30,tiara_fort,Sebelum psbb : jajan baju kerja Setelah psbb : jajan baju bobo Tetep aja jajan ,2020-05-30 14:04:45+00:00,0,0,,
33,AchmadSobri9,Penindakan PSBB warga pengguna jalan yg tidak memakai Masker dan helm dijalan Boulevar Raya diberikan sangsi.denda dan Sosial ,2020-05-30 13:30:19+00:00,1,1,,
35,yogourt69,Lagi PSBB ,2020-05-30 13:22:56+00:00,0,0,,
36,Ranafis_Studio,Terbaru di akhir mei 2020 PHOTO COUPLE > Terimakasih buat Bang Adit dan mbak Arifa atas kepercayaannya menggunakan jasa kami untuk Foto Couple nya di tengah berlakunya PSBB di Jabodetabek &gt; Semoga pernikahannya… https://www.instagram.com/p/CA0BI83Bl47/?igshid=ty49jfxy0i2a,2020-05-30 12:55:59+00:00,0,1,,
37,lisasarilisa,Nunggu psbb ilang :( beneran harus liburan,2020-05-30 12:55:33+00:00,0,0,,
38,mikegrath87,"Pak kita masih lemah akan pengawasan, melihat dari keadaan sehari2 pak @airlangga_hrt pasti pernah melihat kejadian di keadaan sekitar bapak. Ini contohnya, pas masih psbb keadaan sudah seperti ini. Aturan nga ada hanya pakai masker aja nga membantu banyak. ",2020-05-30 12:54:22+00:00,0,0,@airlangga_hrt,
39,itsmecisca,"Mencoba menjalani #newnormal di Bogor, sesuai dengan kebijakan Walikota Bogor untuk aktivitas pasca PSBB yang memperbolehkan makan ditempat dengan tetap memperhatikan protokol kesehatan ",2020-05-30 12:50:20+00:00,0,1,,#newnormal
40,melosky_83,"Selama PSBB sampah organik pun terkena karantina :):) Ibarat lagu dangdut : sekian lama aku menunggu, untuk kedatanganmu... Berbeda sebelum pandemi, dimana mengolah sampah saat ini harus memakai sarung tangan dan… https://www.instagram.com/p/CA0AR7dA7p2/?igshid=zsl775tfbd5x",2020-05-30 12:48:47+00:00,0,0,,
41,adityo_pn,Ini gimana sih? Udh boleh nongkrong ya? Udh ga ada psbb ya. Apa gua nya ga diajak,2020-05-30 12:42:43+00:00,0,1,,
42,imarahayu46,Masih PSBB Masih jaga jarak Dan kita semakin berjarak mau ngechat aja gaberani :'(,2020-05-30 12:33:08+00:00,0,0,,
43,mynamesnotcupid,emg bole sama ortu? kan lg psbb,2020-05-30 12:17:57+00:00,0,0,,
44,uglybutlovablez,grgr psbb,2020-05-30 12:15:58+00:00,0,0,,
45,uglybutlovablez,psbb..,2020-05-30 12:14:54+00:00,0,0,,
47,Auto2000Ciledug,Walaupun masih PSBB kita tetap membantu utk memenuhi Kebutuhan Mobil Bapak/Ibu . PSBB (Pembelian Sekarang Banyak Bonusnya) . Emang bisa Pesen mobil dari rumah? Cari promo toyota yang terbaik? . Sekarang cukup… https://www.instagram.com/p/CAz7ZEkB-Zx/?igshid=1fgrbf1addm1r,2020-05-30 12:05:45+00:00,0,0,,
48,mcklenger,Lg psbb takut di setopin doi,2020-05-30 11:29:35+00:00,0,0,,
49,reddy_ws,"Malang psbb mulai terakhir, melu new normal e disikan",2020-05-30 11:13:31+00:00,0,0,,
51,SINDOnews,Polres Jakarta Barat Catat 3.596 Pelanggar PSBB dan SIKM ,2020-05-30 10:52:15+00:00,0,0,,
53,dadanjuanda_,PSBB Pria Selalu Berkata Benar,2020-05-30 10:32:09+00:00,0,2,,
54,beBeat_1con,"udh tari pagi jm.10'an tp kata petugasnya masa Psbb dampaknya diperpanjang nyampe 29 Juni,,,stlh 30 mnt out of Tkp di Twiiter ada info perubahan lagi #alwaysplinplan",2020-05-30 10:30:21+00:00,0,0,,#alwaysplinplan
56,ri2snurvitasari,Maaf ya tabitha channn aku ga bisa nemenin huhuhu.. masih psbb males pergi jauh2,2020-05-30 10:10:02+00:00,0,0,,
57,khucurr,Liat langit jakarta enak bener selama psbb ..,2020-05-30 10:08:32+00:00,0,0,,
58,dkputri,"selain PSBB yg dikerasin, ada lagi yg harus dikerasin ga om?",2020-05-30 09:59:46+00:00,0,0,,
59,queenveee013,Selama psbb Daster udh jadi OOTD ku ,2020-05-30 09:18:24+00:00,0,0,,
60,AnwarWardy3,"“..@Waspadai Jangan Sampai, Keinginan Relaksasi PSBB, Sebabkan Kurang Perhatian Pada Layanan Gugus Depan Rumah Sakit; Akibat Bisa Ditutup .. walau sementara, bila banyak yg terjadi kasihan rakyat” ",2020-05-30 09:15:57+00:00,0,0,@waspadai,
61,adidwijayadi,PSBB ala New York City ,2020-05-30 09:11:06+00:00,0,1,,
62,iwanchan_,"Di tengah PSBB saat ini gaes ketika konsumsi BBM terus mengalami penurunan sampai 26,4 persen, tidak terlalu berdampak signifikan loh kepada masyarakat. ",2020-05-30 08:53:06+00:00,0,4,,
63,kiptia_EP,"Produktif selama PSBB, nurut sama Pak Gubernurku @aniesbaswedan ",2020-05-30 08:45:09+00:00,0,0,@aniesbaswedan,
64,cagubnyinyir2,Ngurus pedaster Aja langgar PSBB Tak mampu ,2020-05-30 08:34:36+00:00,0,0,,
65,gitamarindra,"Kalo new normal nanti gojek motor tetep gak boleh operasi, bener2 boncos keuangan gue naik taksi tiap hari. Kalo pas psbb naik taksi seminggu 2-3x masih okelah. Kalo tiap hari mah kacau juga ",2020-05-30 07:54:47+00:00,0,0,,
66,slmlzhr,kan psbb... ,2020-05-30 07:53:11+00:00,0,0,,
68,eddie_toyota,"Yuk, rawat mobil matik Auto Family dengan benar selama masa PSBB ini! 1. Panaskan mesin setidaknya paling lama 3 hari sekali 2. Saat memanaskan mesin mobil, pindahkan tuas transmisi ke masing-masing posisi agar… https://www.instagram.com/p/CAzbWJ1DV7U/?igshid=rornppoz2f4f",2020-05-30 07:25:45+00:00,0,0,,
69,SonoraFM92,"14.00 #lalinsonora Check Ponit PSBB di Kedung Waringin perbatasan Karawang Bekasi, lalulintas padat menjelang Lokasi. @HeriWiy",2020-05-30 07:23:49+00:00,0,0,@HeriWiy,#lalinsonora
